,0
108,3.398238465654196
109,3.430876239865004
110,3.4148660328435607
111,3.436555953409886
112,3.4061818331481253
113,3.423426760505412
114,3.4178293616495865
115,3.4183232497839238
116,3.4304235090751947
117,3.4270897641684157
118,3.4486973700456844
119,3.4216158373461742
120,3.41334321109602
121,3.4323579042680166
122,3.4297649915627444
123,3.4521134296415195
124,3.43030003704161
125,3.4361443799646048
126,3.4473391776762563
127,3.4307527678314194
128,3.4550356011030168
129,3.402395357451537
130,3.41643001193563
131,3.4633905420422275
132,3.436926369510639
133,3.433016421780467
134,3.373791003004486
135,3.408075070996419
136,3.411161871836029
137,3.441906408198543
138,3.4437173313577807
139,3.4572169403630078
140,3.4494793595917193
141,3.4472980203317283
142,3.426184302588797
143,3.425484627731819
144,3.4360620652755482
145,3.4198049141869364
146,3.4317405441000948
147,3.43647363872083
148,3.385397374161419
149,3.4066345639379345
150,3.435321233074042
151,3.406387619870766
152,3.43602090793102
153,3.440013170350249
154,3.408610116475285
155,3.4209161624891964
156,3.3977857348643865
157,3.415195291599786
158,3.4708811787463474
159,3.411203029180557
160,3.403300819031156
161,3.456311478783389
162,3.4395604395604398
163,3.43470387290612
164,3.425978515866156
165,3.4424002963328806
166,3.4363913240317734
167,3.4382845618800677
168,3.432152117545376
169,3.43338683788122
170,3.450672922583035
171,3.450425978515866
172,3.4168827427254396
173,3.3923941227312016
174,3.4410832613079805
175,3.417417788204305
176,3.4463925587521094
177,3.4256904144544595
178,3.4449932090381528
179,3.43647363872083
180,3.435650491830267
181,3.4162653825575173
182,3.4322755895789605
183,3.396304070461374
184,3.3860970490183973
185,3.4013252664938056
186,3.43470387290612
187,3.4249907395974812
188,3.445775198584187
189,3.4319051734782073
190,3.3883607029674447
191,3.428736057949541
192,3.413013952339795
193,3.410503354323579
194,3.3977445775198585
195,3.4093921060213197
196,3.429888463596329
197,3.40630530518171
198,3.423344445816356
199,3.4451166810717373
200,3.443141128534387
201,3.4429353418117463
202,3.445240153105322
203,3.443182285878915
204,3.434292299460839
205,3.446022142651356
206,3.4171708441371362
207,3.452278059019632
208,3.449108943490966
209,3.410750298390748
210,3.4348273449397047
211,3.409927151500185
212,3.433016421780467
213,3.417129686792608
214,3.437461414989505
215,3.422932872371075
216,3.4291476313948226
217,3.447503807054369
218,3.419557970119768
219,3.418076305716755
220,3.4100506235337695
221,3.4284067991933163
222,3.393176112277236
223,3.4349508169732887
224,3.450467135860394
225,3.4307116104868913
226,3.4568053669177266
227,3.4371321562332797
228,3.4341688274272544
229,3.4161830678684613
230,3.441206733341565
231,3.3998847594353214
232,3.430588138453307
233,3.3858501049512286
234,3.4350331316623453
235,3.4191463966744866
236,3.412931637650739
237,3.4328517924023543
238,3.403712392476437
239,3.4385315059472363
240,3.4247849528748406
241,3.424743795530312
242,3.454870971724904
243,3.411985018726592
244,3.431864016133679
245,3.4305469811087788
246,3.4138782565748858
247,3.402889245585875
248,3.441906408198543
249,3.419022924640902
250,3.4022307280734245
251,3.3911594023953575
252,3.42655471868955
253,3.407087294727744
254,3.384080339136519
255,3.4216981520352308
256,3.4311231839321725
257,3.4069226653496316
258,3.3977857348643865
259,3.4316993867555667
260,3.43602090793102
261,3.404453224677944
262,3.425855043832572
263,3.422438984236737
264,3.422397826892209
265,3.4512491254064286
266,3.4638021154875087
267,3.409844836811129
268,3.412890480306211
269,3.405152899534922
270,3.471992427048607
271,3.4108737704243324
272,3.4025599868296497
273,3.467629748528625
274,3.4216158373461742
275,3.4235502325389966
276,3.4060583611145407
277,3.409803679466601
278,3.431246655965757
279,3.433757253981973
280,3.454047824834342
281,3.4227270856484338
282,3.4455282545170185
283,3.397909206897971
284,3.4416594641313742
285,3.379635345927481
286,3.441247890686093
287,3.448738527390213
288,3.428653743260485
289,3.452278059019632
290,3.3886488043791414
291,3.42964151952916
292,3.4451578384162653
293,3.419352183397127
294,3.4310408692431165
295,3.391653290529695
296,3.439025394081574
297,3.41202617607112
298,3.4069638226941596
299,3.3999670741243775
300,3.4112441865250855
301,3.4394781248713833
302,3.4210807918673085
303,3.406675721282463
304,3.414577931431864
305,3.428653743260485
306,3.413260896406964
307,3.436226694653661
308,3.406799193316047
309,3.4209984771782525
310,3.3959336543606207
311,3.3959748117051487
312,3.4577108284973455
313,3.4237971766061652
314,3.4395192822159113
315,3.4222331975140965
316,3.431534757377454
317,3.4269662921348316
318,3.4580400872535706
319,3.430793925175948
320,3.4002963328806026
321,3.436185537309133
322,3.437379100300449
323,3.4253611556982344
324,3.413631312507717
325,3.407951598962835
326,3.3829690908342593
327,3.3986088817549494
328,3.411408815903198
329,3.3870848252870727
330,3.452895419187554
331,3.403300819031156
332,3.3924352800757296
333,3.4428530271226903
334,3.428077540437091
335,3.4046590114005846
336,3.4144133020537515
337,3.4293945754619912
338,3.435609334485739
339,3.4178293616495865
340,3.3977034201753304
341,3.4275836523027534
342,3.416471169280158
343,3.4113676585586696
344,3.4327283203687697
345,3.3993497139564557
346,3.416759270691855
347,3.4287772152940694
348,3.419599127464296
349,3.41334321109602
350,3.448244639255875
351,3.431246655965757
352,3.443429229946084
353,3.4033831337202125
354,3.4361032226200767
355,3.449726303658888
356,3.397662262830802
357,3.416841585380911
358,3.4405893731736428
359,3.439025394081574
360,3.43910770877063
361,3.4170062147590237
362,3.433469152570276
363,3.4313701279993416
364,3.4301354076634976
365,3.410174095567354
366,3.4038358645100217
367,3.41202617607112
368,3.39506935012553
369,3.423015187060131
370,3.436885212166111
371,3.4235502325389966
372,3.442606083055521
373,3.4228094003374903
374,3.4205869037329713
375,3.4697287730995594
376,3.4162242252129893
377,3.448779684734741
378,3.4035066057537966
379,3.412890480306211
380,3.4137959418858297
381,3.4127670082726262
382,3.373379429559205
383,3.4209161624891964
384,3.4153599209778984
385,3.422974029715603
386,3.425978515866156
387,3.411120714491501
388,3.4360620652755482
389,3.4451578384162653
390,3.429065316705766
391,3.448450425978516
392,3.403588920442853
393,3.4249084249084247
394,3.400749063670412
395,3.4354858624521545
396,3.454459398279623
397,3.4134666831296046
398,3.403300819031156
399,3.4172943161707208
400,3.4455694118615465
401,3.3996378153681523
402,3.4283244845042598
403,3.4574227270856484
404,3.4266781907231345
405,3.4414536774087336
406,3.428118697781619
407,3.4157714944231796
408,3.4214100506235336
409,3.411038399802445
410,3.4350331316623453
411,3.429600362184632
412,3.4523603737086885
413,3.416800428036383
414,3.415565707700539
415,3.387949129522163
416,3.4223155122031526
417,3.401489895871918
418,3.432152117545376
419,3.392352965386673
420,3.3987323537885334
421,3.424002963328806
422,3.425484627731819
423,3.444005432769478
424,3.38251636004445
425,3.424743795530312
426,3.4096390500884883
427,3.404123965921719
428,3.432440218957073
429,3.415195291599786
430,3.4631435979750584
431,3.418693665884677
432,3.409227476643207
433,3.382598674733506
434,3.470222661233897
435,3.402971560274931
436,3.4262666172778533
437,3.4342099847717824
438,3.457546199119233
439,3.4253199983537064
440,3.4025599868296497
441,3.4358974358974357
442,3.443099971189859
443,3.427336708235585
444,3.4262666172778533
445,3.4106679837016918
446,3.405770259702844
447,3.418693665884677
448,3.4223566695476806
449,3.4050294275013377
450,3.420216487632218
451,3.41511297691073
452,3.417788204305058
453,3.440383586451002
454,3.402971560274931
455,3.4637609581429807
456,3.4323579042680166
457,3.4147014034654486
458,3.4384903486027083
459,3.414207515331111
460,3.443182285878915
461,3.428077540437091
462,3.4127670082726262
463,3.47544964398897
464,3.4502201917932256
465,3.426390089311438
466,3.417376630859777
467,3.427377865580113
468,3.4341688274272544
469,3.441247890686093
470,3.4372967856113923
471,3.4349096596287607
472,3.4561880067498043
473,3.4216158373461742
474,3.4245380088076716
475,3.4260608305552127
476,3.448779684734741
477,3.446927604230975
478,3.380664279540684
479,3.3771659052557927
480,3.433716096637445
481,3.4380787751574267
482,3.4291476313948226
483,3.41906408198543
484,3.441618306786846
485,3.412396592171873
486,3.442564925710993
487,3.4228094003374903
488,3.4182820924393957
489,3.420545746388443
490,3.453183520599251
491,3.404453224677944
492,3.4366794254434705
493,3.4002963328806026
494,3.39704490266288
495,3.4282833271597317
496,3.4104210396345227
497,3.4227270856484338
498,3.396345227805902
499,3.442276824299296
500,3.4253199983537064
501,3.425155368975594
502,3.429065316705766
503,3.4328106350578262
504,3.436926369510639
505,3.4740091369304853
506,3.423426760505412
507,3.4108737704243324
508,3.4099683088447135
509,3.3815285837757747
510,3.44482857966004
511,3.429600362184632
512,3.408527801786229
513,3.4219450961023994
514,3.424208750051447
515,3.402271885417953
516,3.4232209737827715
517,3.4162653825575173
518,3.3960982837387332
519,3.4302177223525536
520,3.4405070584845867
521,3.42898300201671
522,3.424002963328806
523,3.4442112194921184
524,3.4437173313577807
525,3.4270486068238877
526,3.430835082520476
527,3.413384368440548
528,3.456352636127917
529,3.394493147302136
530,3.433057579124995
531,3.43404535539367
532,3.4200107009095775
533,3.41268469358357
534,3.4771782524591512
535,3.4069638226941596
536,3.425937358521628
537,3.400090546157962
538,3.438161089846483
539,3.4042885952998314
540,3.420751533111084
541,3.4414948347532617
542,3.4417417788204303
543,3.4364324813763014
544,3.4266781907231345
545,3.4052352142239783
546,3.436885212166111
547,3.4254023130427624
548,3.400996007737581
549,3.4527719471539697
550,3.4203811170103307
551,3.4007902210149403
552,3.4157714944231796
553,3.440630530518171
554,3.403630077787381
555,3.408527801786229
556,3.4240852780178623
557,3.4313289706548136
558,3.4006255916368278
559,3.432522533646129
560,3.4316170720665102
561,3.422932872371075
562,3.4040416512326623
563,3.431864016133679
564,3.4162653825575173
565,3.4621558217063835
566,3.429065316705766
567,3.4247849528748406
568,3.4511256533728445
569,3.433427995225748
570,3.442811869778162
571,3.4015310532164467
572,3.431575914721982
573,3.4424826110219366
574,3.396633329217599
575,3.434415771494423
576,3.4367205827879985
577,3.4508375519611474
578,3.444705107626456
579,3.427460180269169
580,3.4405482158291147
581,3.4170473721035517
582,3.4309997118985884
583,3.417417788204305
584,3.404576696711528
585,3.418652508540149
586,3.4397662262830804
587,3.396756801251183
588,3.417335473515249
589,3.438696135325349
590,3.4320286455117914
591,3.419352183397127
592,3.4253199983537064
593,3.4052352142239783
594,3.4306704531423633
595,3.43404535539367
596,3.4423179816438245
597,3.4432646005679715
598,3.447421492365313
599,3.3939992591677983
600,3.425566942420875
601,3.4112441865250855
602,3.4214100506235336
603,3.4019014693172
604,3.4071696094168002
605,3.435609334485739
606,3.4214512079680617
607,3.423015187060131
608,3.4448697370045687
609,3.418940609951846
610,3.4232209737827715
611,3.4065522492488785
612,3.4239206486397498
613,3.454130139523398
614,3.4206692184220273
615,3.426883977445775
616,3.443429229946084
617,3.4027657735522903
618,3.412314277482817
619,3.420339959665802
620,3.4231798164382434
621,3.4625262378071366
622,3.420751533111084
623,3.442276824299296
624,3.429353418117463
625,3.415524550356011
626,3.4144133020537515
627,3.3987735111330615
628,3.42149236531259
629,3.422109725480512
630,3.4254023130427624
631,3.438202247191011
632,3.4367617401325266
633,3.418117463061283
634,3.398896983166646
635,3.4044120673334155
636,3.3987323537885334
637,3.4368028974770546
638,3.419599127464296
639,3.4524838457422726
640,3.4221920401695685
641,3.4194756554307117
642,3.4104621969790507
643,3.427419022924641
644,3.4096390500884883
645,3.436967526855167
646,3.4125612215499856
647,3.385273902127835
648,3.4069638226941596
649,3.430917397209532
650,3.4219862534469274
651,3.450631765238507
652,3.4050705848458658
653,3.407293081450385
654,3.4094744207103758
655,3.4172531588261927
656,3.398567724410421
657,3.4236325472280527
658,3.4165946413137425
659,3.409515578054904
660,3.4130551096843234
661,3.417664732271474
662,3.4298061489072724
663,3.407581182862082
664,3.4077458122401945
665,3.4091040046096226
666,3.4219450961023994
667,3.435238918384986
668,3.3939581018232703
669,3.427707124336338
670,3.4236325472280527
671,3.3817755278429438
672,3.4458163559287156
673,3.4305058237642507
674,3.432975264435939
675,3.4140840432975263
676,3.436885212166111
677,3.436185537309133
678,3.4028069308968187
679,3.4429764991562744
680,3.41202617607112
681,3.4256904144544595
682,3.4361443799646048
683,3.4383257192245957
684,3.4105445116681072
685,3.4253611556982344
686,3.4074165534839693
687,3.4406716878626993
688,3.4060583611145407
689,3.41202617607112
690,3.4285714285714284
691,3.4366794254434705
692,3.41906408198543
693,3.44351154463514
694,3.429559204840104
695,3.417705889616002
696,3.3761781289871178
697,3.384080339136519
698,3.425278841009178
699,3.4056056303247315
700,3.4335926246038606
701,3.418158620405811
702,3.4245791661522
703,3.4429764991562744
704,3.444787422315512
705,3.4109149277688604
706,3.4197637568424084
707,3.4091451619541506
708,3.4640079022101493
709,3.4288183726385975
710,3.4165534839692144
711,3.418158620405811
712,3.4398073836276084
713,3.4047824834341687
714,3.445692883895131
715,3.4319051734782073
716,3.4232621311272995
717,3.4646664197225996
718,3.42149236531259
719,3.4505494505494507
720,3.4354447051076265
721,3.4163065399020454
722,3.426472404000494
723,3.4445404782483435
724,3.4472568629872002
725,3.409309791332263
726,3.406758035971519
727,3.3949458780919457
728,3.4179116763386426
729,3.415853809112236
730,3.398238465654196
731,3.442606083055521
732,3.446639502819278
733,3.3923941227312016
734,3.4050294275013377
735,3.3971683746964647
736,3.398032678931555
737,3.4214100506235336
738,3.4156891797341236
739,3.423097501749187
740,3.430258879697082
741,3.392599909453842
742,3.4106679837016918
743,3.4573815697411203
744,3.4071696094168002
745,3.408610116475285
746,3.4405893731736428
747,3.4512491254064286
748,3.418117463061283
749,3.450919866650204
750,3.403547763098325
751,3.4439231180804213
752,3.462279293739968
753,3.42017533028769
754,3.404905955467753
755,3.411203029180557
756,3.4309997118985884
757,3.4311231839321725
758,3.412437749516401
759,3.3882783882783882
760,3.413590155163189
761,3.4104210396345227
762,3.383792237724822
763,3.410215252911882
764,3.440054327694777
765,3.4081985430300037
766,3.420257644976746
767,3.4486150553566284
768,3.4405893731736428
769,3.440342429106474
770,3.4191875540190146
771,3.4153187636333704
772,3.4388607647034615
773,3.380417335473515
774,3.4125612215499856
775,3.4313289706548136
776,3.4205869037329713
777,3.446886446886447
778,3.407293081450385
779,3.3964686998394864
780,3.4291887887393506
781,3.4386138206362924
782,3.4170062147590237
783,3.4055644729802035
784,3.4116146026258387
785,3.4319051734782073
786,3.4270074494793596
787,3.4228917150265463
788,3.4200930155986335
789,3.459233650244886
790,3.4197225994978804
791,3.4213688932790056
792,3.4305058237642507
793,3.399267399267399
794,3.434333456805367
795,3.418076305716755
796,3.409268633987735
797,3.4093921060213197
798,3.4414536774087336
799,3.415195291599786
800,3.413590155163189
801,3.4329341070914103
802,3.4214512079680617
803,3.4340865127381983
804,3.3968802732847676
805,3.4018191546281433
806,3.408610116475285
807,3.429600362184632
808,3.442647240400049
809,3.41643001193563
810,3.39264106679837
811,3.470510762645594
812,3.454171296867926
813,3.4135078404741326
814,3.4331810511585794
815,3.4376672017121455
816,3.4283244845042598
817,3.415565707700539
818,3.4126023788945137
819,3.4011606371156935
820,3.449767461003416
821,3.4483681112894597
822,3.4328517924023543
823,3.4077869695847225
824,3.404823640778697
825,3.42523768366465
826,3.4468452895419186
827,3.4232621311272995
828,3.429559204840104
829,3.4170062147590237
830,3.4407951598962834
831,3.3872082973206568
832,3.398279622998724
833,3.4183644071284522
834,3.433098736469523
835,3.4209161624891964
836,3.4204634316993867
837,3.416718113347327
838,3.4414948347532617
839,3.416841585380911
840,3.3996789727126804
841,3.4228094003374903
842,3.4153187636333704
843,3.402066098695312
844,3.4402189570728896
845,3.4282421698152037
846,3.4499320903815285
847,3.433427995225748
848,3.42898300201671
849,3.424702638185784
850,3.4068815080051036
851,3.423344445816356
852,3.4153187636333704
853,3.4383668765691238
854,3.4056056303247315
855,3.4138782565748858
856,3.419352183397127
857,3.4059348890809567
858,3.422109725480512
859,3.434292299460839
860,3.436926369510639
861,3.4182820924393957
862,3.414907190188089
863,3.4272543935465283
864,3.455323702514714
865,3.412314277482817
866,3.4169650574144956
867,3.4241675927069184
868,3.428365641848788
869,3.417664732271474
870,3.404905955467753
871,3.453142363254723
872,3.4313289706548136
873,3.4254434703872905
874,3.429106474050294
875,3.4178705189941145
876,3.4520722722969914
877,3.4096390500884883
878,3.4361443799646048
879,3.435650491830267
880,3.4328517924023543
881,3.4161007531794048
882,3.419022924640902
883,3.415565707700539
884,3.444746264970984
885,3.3959336543606207
886,3.414619088776392
887,3.420792690455612
888,3.416388854591102
889,3.4449932090381528
890,3.413713627196773
891,3.399720130057209
892,3.4310820265876445
893,3.4263489319669094
894,3.4358151212083796
895,3.4483269539449313
896,3.447956537844178
897,3.417788204305058
898,3.438202247191011
899,3.432975264435939
900,3.4293122607729347
901,3.4414948347532617
902,3.405441000946619
903,3.394534304646664
904,3.4131374243733794
905,3.436597110754414
906,3.439683911594024
907,3.4011606371156935
908,3.4179528336831706
909,3.446022142651356
910,3.4439231180804213
911,3.4407540025517553
912,3.4204222743548587
913,3.4074988681730254
914,3.4168827427254396
915,3.4226859283039057
916,3.4629789685969463
917,3.4216158373461742
918,3.409885994155657
919,3.4389842367370456
920,3.4392311808042146
921,3.4429764991562744
922,3.4450755237272093
923,3.3983207803432522
924,3.4608387866814834
925,3.4333045231921635
926,3.453595094044532
927,3.4214100506235336
928,3.422068568135984
929,3.435238918384986
930,3.3998847594353214
931,3.398567724410421
932,3.4344980861834795
933,3.4169239000699676
934,3.416718113347327
935,3.413384368440548
936,3.426925134790303
937,3.4126435362390417
938,3.430011935629913
939,3.4629789685969463
940,3.438778450014405
941,3.4296826768736883
942,3.441371362719677
943,3.4345392435280075
944,3.428118697781619
945,3.4244968514631435
946,3.4082808577190598
947,3.410832613079804
948,3.412890480306211
949,3.4216981520352308
950,3.418981767296374
951,3.422397826892209
952,3.415812651767708
953,3.4134666831296046
954,3.4231386590937154
955,3.43647363872083
956,3.4253199983537064
957,3.4361443799646048
958,3.426513561345022
959,3.4245380088076716
960,3.4419887228875994
961,3.443141128534387
962,3.4298473062518005
963,3.4210807918673085
964,3.4752438572663293
965,3.4130962670288514
966,3.457957772564514
967,3.4432234432234434
968,3.433016421780467
969,3.408033913651891
970,3.429353418117463
971,3.4372967856113923
972,3.4449108943490967
973,3.4450755237272093
974,3.445775198584187
975,3.4248261102193687
976,3.4546651850022636
977,3.4335514672593326
978,3.4249084249084247
979,3.4278717537144505
980,3.4361443799646048
981,3.4143721447092235
982,3.422480141581265
983,3.4323990616125446
984,3.3996378153681523
985,3.4289006873276535
986,3.4222331975140965
987,3.4376260443676174
988,3.434745030250648
989,3.433963040704614
990,3.413919413919414
991,3.4486562127011564
992,3.4316582294110383
993,3.43844919125818
994,3.418158620405811
995,3.409556735399432
996,3.4012429518047496
997,3.4204634316993867
998,3.4393134954932707
999,3.394493147302136
1000,3.4266781907231345
1001,3.4323579042680166
1002,3.3996378153681523
1003,3.4249084249084247
1004,3.435691649174795
1005,3.4081985430300037
1006,3.425978515866156
1007,3.4223566695476806
1008,3.4205869037329713
1009,3.3832983495904845
1010,3.4109560851133884
1011,3.4248261102193687
1012,3.4163065399020454
1013,3.412067333415648
1014,3.4366794254434705
1015,3.404864798123225
1016,3.4084043297526443
1017,3.401942626661728
1018,3.407128452072272
1019,3.4538008807671727
1020,3.4472568629872002
1021,3.440383586451002
1022,3.416841585380911
1023,3.403712392476437
1024,3.4153599209778984
1025,3.404123965921719
1026,3.4200518582541055
1027,3.4301765650080256
1028,3.4344569288389515
1029,3.4149895048771453
1030,3.4306292957978353
1031,3.4503436638268097
1032,3.404165123266247
1033,3.424291064740503
1034,3.4100094661892415
1035,3.408527801786229
1036,3.4275836523027534
1037,3.4301354076634976
1038,3.461003416059596
1039,3.4113265012141416
1040,3.4354447051076265
1041,3.4304646664197227
1042,3.4306292957978353
1043,3.427707124336338
1044,3.422521298925793
1045,3.4402601144174176
1046,3.399226241922871
1047,3.4134666831296046
1048,3.425937358521628
1049,3.4160595958348767
1050,3.403588920442853
1051,3.4245791661522
1052,3.4591101782113016
1053,3.4284067991933163
1054,3.432563690990657
1055,3.434415771494423
1056,3.3899246820595135
1057,3.4468452895419186
1058,3.435238918384986
1059,3.4392311808042146
1060,3.44351154463514
1061,3.4254434703872905
1062,3.420545746388443
1063,3.4144956167428075
1064,3.4118203893484793
1065,3.421533522657118
1066,3.4197225994978804
1067,3.445240153105322
1068,3.4345392435280075
1069,3.436967526855167
1070,3.416388854591102
1071,3.417335473515249
1072,3.38692019590896
1073,3.4262254599333253
1074,3.400090546157962
1075,3.423385603160884
1076,3.4062229904926533
1077,3.438654977980821
1078,3.426883977445775
1079,3.4017368399390873
1080,3.426513561345022
1081,3.440630530518171
1082,3.4118615466930073
1083,3.407581182862082
1084,3.441206733341565
1085,3.4530600485656664
1086,3.418899452607318
1087,3.4407128452072273
1088,3.4257727291435156
1089,3.4260608305552127
1090,3.3989792978557025
1091,3.4444993209038155
1092,3.423056344404659
1093,3.432604848335185
1094,3.3804996501625717
1095,3.4183644071284522
1096,3.4130551096843234
1097,3.4132197390624355
1098,3.4086512738198134
1099,3.3965510145285425
1100,3.445363625138906
1101,3.4534304646664196
1102,3.4424002963328806
1103,3.4127670082726262
1104,3.456023377371692
1105,3.409844836811129
1106,3.433963040704614
1107,3.441289048030621
1108,3.4393134954932707
1109,3.4227270856484338
1110,3.41268469358357
1111,3.4184055644729803
1112,3.4084043297526443
1113,3.4322755895789605
1114,3.411203029180557
1115,3.4565584228505575
1116,3.435979750586492
1117,3.4152776062888424
1118,3.4472568629872002
1119,3.416512326624686
1120,3.4163065399020454
1121,3.4197637568424084
1122,3.440630530518171
1123,3.429106474050294
1124,3.4339218833600857
1125,3.4205045890439147
1126,3.410132938222826
1127,3.4193933407416552
1128,3.418035148372227
1129,3.447503807054369
1130,3.4058525743919
1131,3.4373379429559203
1132,3.4594394369675268
1133,3.4218216240688153
1134,3.4216569946907027
1135,3.43338683788122
1136,3.4444993209038155
1137,3.428118697781619
1138,3.4249084249084247
1139,3.433510309914804
1140,3.39881466847759
1141,3.4121908054492325
1142,3.4656130386467465
1143,3.445775198584187
1144,3.4097213647775444
1145,3.4372967856113923
1146,3.4205045890439147
1147,3.4113265012141416
1148,3.4424002963328806
1149,3.436226694653661
1150,3.439601596904968
1151,3.4222743548586245
1152,3.424002963328806
1153,3.443182285878915
1154,3.413260896406964
1155,3.416471169280158
1156,3.425484627731819
1157,3.461497304193933
1158,3.414536774087336
1159,3.4087335885088694
1160,3.421163106556365
1161,3.4304646664197227
1162,3.4178705189941145
1163,3.387496398732354
1164,3.4397662262830804
1165,3.4379553031238426
1166,3.4046590114005846
1167,3.4204222743548587
1168,3.4122319627937605
1169,3.411943861382064
1170,3.435238918384986
1171,3.4017779972836153
1172,3.4388607647034615
1173,3.404453224677944
1174,3.36819360414866
1175,3.438408033913652
1176,3.4383257192245957
1177,3.422027410791456
1178,3.4161830678684613
1179,3.4065522492488785
1180,3.440383586451002
1181,3.431864016133679
1182,3.3958513396715646
1183,3.4262666172778533
1184,3.4194756554307117
1185,3.420339959665802
1186,3.434662715561592
1187,3.4003786475696587
1188,3.4445816355928716
1189,3.4238794912952217
1190,3.411449973247726
1191,3.4152364489443143
1192,3.4463925587521094
1193,3.4603037412026176
1194,3.41070914104622
1195,3.433963040704614
1196,3.446680660163806
1197,3.423056344404659
1198,3.4289006873276535
1199,3.4119027040375354
1200,3.432975264435939
1201,3.4427707124336338
1202,3.4226036136148497
1203,3.3949458780919457
1204,3.4005432769477713
1205,3.44087747458534
1206,3.418899452607318
1207,3.432563690990657
1208,3.411161871836029
1209,3.4524015310532166
1210,3.41906408198543
1211,3.4131374243733794
1212,3.4424414536774086
1213,3.395769024982508
1214,3.445240153105322
1215,3.4235913898835246
1216,3.432604848335185
1217,3.423673704572581
1218,3.4178705189941145
1219,3.419928386220521
1220,3.4162242252129893
1221,3.4072519241058568
1222,3.4361032226200767
1223,3.415812651767708
1224,3.420875005144668
1225,3.4170062147590237
1226,3.4095978927439603
1227,3.4052763715685064
1228,3.4231798164382434
1229,3.412437749516401
1230,3.44659834547475
1231,3.4157303370786516
1232,3.4068403506605756
1233,3.399185084578343
1234,3.4417006214759023
1235,3.423673704572581
1236,3.4417417788204303
1237,3.406799193316047
1238,3.4007902210149403
1239,3.4244556941186155
1240,3.4514549121290696
1241,3.4082397003745317
1242,3.418158620405811
1243,3.4153599209778984
1244,3.4410832613079805
1245,3.4363913240317734
1246,3.4118615466930073
1247,3.408898217886982
1248,3.4464337160966374
1249,3.4380787751574267
1250,3.4338395686710292
1251,3.42149236531259
1252,3.448244639255875
1253,3.4293122607729347
1254,3.415565707700539
1255,3.4395192822159113
1256,3.4183644071284522
1257,3.4091863192986787
1258,3.4068403506605756
1259,3.405441000946619
1260,3.4232209737827715
1261,3.428159855126147
1262,3.440054327694777
1263,3.413672469852245
1264,3.416471169280158
1265,3.4328517924023543
1266,3.4567642095731985
1267,3.4179116763386426
1268,3.453512779355476
1269,3.4206280610774993
1270,3.432522533646129
1271,3.4235090751944686
1272,3.438161089846483
1273,3.4266781907231345
1274,3.401119479771165
1275,3.411491130592254
1276,3.4656953533358026
1277,3.422974029715603
1278,3.4109149277688604
1279,3.3946989340247766
1280,3.431781701444623
1281,3.4228505576820183
1282,3.4047824834341687
1283,3.4269662921348316
1284,3.3854385315059474
1285,3.4336337819483886
1286,3.4549944437584887
1287,3.434292299460839
1288,3.4542536115569824
1289,3.4181997777503397
1290,3.4172120014816643
1291,3.401489895871918
1292,3.3939992591677983
1293,3.400172860847018
1294,3.4210807918673085
1295,3.4169650574144956
1296,3.4432234432234434
1297,3.4144956167428075
1298,3.440013170350249
