,visitor_score,home_score,MOV,mov
1289,7,9,2,-2
1290,4,5,1,-1
1291,4,2,2,2
1292,7,9,2,-2
1293,1,8,7,-7
1294,1,5,4,-4
1295,4,7,3,-3
1296,1,15,14,-14
1297,1,4,3,-3
1298,0,4,4,-4
1299,6,1,5,5
1300,5,9,4,-4
1301,4,5,1,-1
1302,2,4,2,-2
1303,1,4,3,-3
1304,7,3,4,4
1305,3,4,1,-1
1306,4,0,4,4
1307,0,1,1,-1
1308,10,5,5,5
1309,5,15,10,-10
1310,6,3,3,3
1311,2,5,3,-3
1312,8,2,6,6
1313,5,6,1,-1
1314,4,1,3,3
1315,3,2,1,1
1316,2,0,2,2
1317,9,7,2,2
1318,4,2,2,2
1319,0,7,7,-7
1320,5,6,1,-1
1321,0,3,3,-3
1322,0,1,1,-1
1323,6,2,4,4
1324,3,8,5,-5
1325,7,2,5,5
1326,8,7,1,1
1327,1,2,1,-1
1328,6,12,6,-6
1329,0,2,2,-2
1330,1,7,6,-6
1331,2,3,1,-1
1332,4,2,2,2
1333,8,4,4,4
1334,2,8,6,-6
1335,5,1,4,4
1336,4,7,3,-3
1337,4,5,1,-1
1338,9,3,6,6
1339,3,4,1,-1
1340,2,3,1,-1
1341,4,0,4,4
1342,5,2,3,3
1343,1,12,11,-11
1344,0,1,1,-1
1345,4,8,4,-4
1346,6,7,1,-1
1347,3,2,1,1
1348,2,3,1,-1
1349,3,4,1,-1
1350,1,2,1,-1
1351,6,5,1,1
1352,2,3,1,-1
1353,10,5,5,5
1354,6,3,3,3
1355,4,1,3,3
1356,1,8,7,-7
1357,0,2,2,-2
1358,6,12,6,-6
1359,5,8,3,-3
1360,4,8,4,-4
1361,0,2,2,-2
1362,2,1,1,1
1363,10,1,9,9
1364,4,2,2,2
1365,2,7,5,-5
1366,9,6,3,3
1367,6,7,1,-1
1368,5,9,4,-4
1369,6,11,5,-5
1370,6,11,5,-5
1371,1,0,1,1
1372,0,1,1,-1
1373,0,9,9,-9
1374,4,6,2,-2
1375,4,3,1,1
1376,4,5,1,-1
1377,8,1,7,7
1378,8,6,2,2
1379,4,5,1,-1
1380,10,4,6,6
1381,2,1,1,1
1382,6,1,5,5
1383,2,13,11,-11
1384,11,5,6,6
1385,2,7,5,-5
1386,8,9,1,-1
1387,5,2,3,3
1388,3,1,2,2
1389,4,8,4,-4
1390,10,11,1,-1
1391,8,0,8,8
1392,13,1,12,12
1393,4,3,1,1
1394,10,2,8,8
1395,4,5,1,-1
1396,4,0,4,4
1397,2,3,1,-1
1398,1,4,3,-3
1399,7,14,7,-7
1400,7,8,1,-1
1401,10,0,10,10
1402,7,5,2,2
1403,9,11,2,-2
1404,1,7,6,-6
1405,5,4,1,1
1406,1,4,3,-3
1407,2,5,3,-3
1408,0,6,6,-6
1409,6,10,4,-4
1410,4,6,2,-2
1411,1,2,1,-1
1412,3,4,1,-1
1413,6,4,2,2
1414,4,3,1,1
1415,8,5,3,3
1416,2,5,3,-3
1417,0,2,2,-2
1418,3,15,12,-12
1419,1,5,4,-4
1420,5,0,5,5
1421,2,5,3,-3
1422,4,10,6,-6
1423,8,6,2,2
1424,2,3,1,-1
1425,3,0,3,3
1426,0,8,8,-8
1427,7,1,6,6
1428,2,3,1,-1
1429,0,2,2,-2
1430,3,2,1,1
1431,2,0,2,2
1432,2,3,1,-1
1433,1,3,2,-2
1434,1,7,6,-6
1435,5,1,4,4
1436,2,1,1,1
1437,0,1,1,-1
1438,7,4,3,3
1439,0,5,5,-5
1440,6,7,1,-1
1441,6,4,2,2
1442,6,1,5,5
1443,5,7,2,-2
1444,0,6,6,-6
1445,5,3,2,2
1446,7,2,5,5
1447,6,3,3,3
1448,3,2,1,1
1449,7,4,3,3
1450,2,10,8,-8
1451,1,5,4,-4
1452,6,2,4,4
1453,10,4,6,6
1454,5,6,1,-1
1455,10,5,5,5
1456,7,0,7,7
1457,2,3,1,-1
1458,3,4,1,-1
1459,2,10,8,-8
1460,9,2,7,7
1461,10,4,6,6
1462,4,2,2,2
1463,5,3,2,2
1464,5,6,1,-1
1465,6,12,6,-6
1466,4,6,2,-2
1467,2,4,2,-2
1468,4,6,2,-2
1469,3,2,1,1
1470,4,3,1,1
1471,4,5,1,-1
1472,0,4,4,-4
1473,0,1,1,-1
1474,3,8,5,-5
1475,3,4,1,-1
1476,6,3,3,3
1477,6,3,3,3
1478,1,6,5,-5
1479,3,2,1,1
1480,19,1,18,18
1481,0,5,5,-5
1482,5,9,4,-4
1483,5,2,3,3
1484,2,3,1,-1
1485,4,5,1,-1
1486,4,3,1,1
1487,4,2,2,2
1488,0,11,11,-11
1489,1,4,3,-3
1490,11,2,9,9
1491,2,3,1,-1
1492,1,3,2,-2
1493,2,8,6,-6
1494,4,2,2,2
1495,1,6,5,-5
1496,12,4,8,8
1497,2,8,6,-6
1498,5,9,4,-4
1499,2,0,2,2
1500,4,6,2,-2
1501,0,3,3,-3
1502,7,3,4,4
1503,5,6,1,-1
1504,8,0,8,8
1505,6,4,2,2
1506,4,7,3,-3
1507,3,1,2,2
1508,0,5,5,-5
1509,6,2,4,4
1510,1,8,7,-7
1511,10,2,8,8
1512,8,7,1,1
1513,1,7,6,-6
1514,1,6,5,-5
1515,9,10,1,-1
1516,3,1,2,2
1517,5,9,4,-4
1518,11,4,7,7
1519,6,5,1,1
1520,2,4,2,-2
1521,4,7,3,-3
1522,3,9,6,-6
1523,0,4,4,-4
1524,2,3,1,-1
1525,2,3,1,-1
1526,5,0,5,5
1527,3,5,2,-2
1528,7,9,2,-2
1529,6,5,1,1
1530,1,6,5,-5
1531,5,7,2,-2
1532,3,5,2,-2
1533,2,3,1,-1
1534,1,8,7,-7
1535,6,4,2,2
1536,2,17,15,-15
1537,0,5,5,-5
1538,9,6,3,3
1539,4,2,2,2
1540,5,6,1,-1
1541,0,1,1,-1
1542,1,8,7,-7
1543,2,1,1,1
1544,4,5,1,-1
1545,6,2,4,4
1546,3,4,1,-1
1547,0,4,4,-4
1548,5,4,1,1
1549,2,1,1,1
1550,2,5,3,-3
1551,5,6,1,-1
1552,0,6,6,-6
1553,4,5,1,-1
1554,6,3,3,3
1555,1,2,1,-1
1556,1,11,10,-10
1557,5,7,2,-2
1558,1,4,3,-3
1559,3,4,1,-1
1560,1,4,3,-3
1561,4,5,1,-1
1562,0,4,4,-4
1563,0,3,3,-3
1564,5,4,1,1
1565,1,2,1,-1
1566,7,8,1,-1
1567,2,5,3,-3
1568,14,1,13,13
1569,4,5,1,-1
1570,0,2,2,-2
1571,1,9,8,-8
1572,6,4,2,2
1573,6,5,1,1
1574,8,6,2,2
1575,0,6,6,-6
1576,2,4,2,-2
1577,3,1,2,2
1578,1,4,3,-3
1579,18,1,17,17
1580,10,5,5,5
1581,4,0,4,4
1582,9,4,5,5
1583,3,6,3,-3
1584,1,3,2,-2
1585,12,2,10,10
1586,1,7,6,-6
1587,8,2,6,6
1588,3,2,1,1
1589,2,3,1,-1
1590,4,6,2,-2
1591,1,6,5,-5
1592,3,2,1,1
1593,4,3,1,1
1594,10,0,10,10
1595,6,1,5,5
1596,1,2,1,-1
1597,6,7,1,-1
1598,18,4,14,14
1599,7,9,2,-2
1600,9,1,8,8
1601,4,1,3,3
1602,1,5,4,-4
1603,3,4,1,-1
1604,11,6,5,5
1605,2,1,1,1
1606,7,2,5,5
1607,3,8,5,-5
1608,3,15,12,-12
1609,1,6,5,-5
1610,7,2,5,5
1611,0,9,9,-9
1612,9,4,5,5
1613,4,8,4,-4
1614,4,5,1,-1
1615,2,6,4,-4
1616,6,4,2,2
1617,6,0,6,6
1618,8,6,2,2
1619,4,8,4,-4
1620,2,3,1,-1
1621,5,4,1,1
1622,5,0,5,5
1623,1,5,4,-4
1624,1,2,1,-1
1625,6,7,1,-1
1626,4,2,2,2
1627,6,3,3,3
1628,5,1,4,4
1629,1,7,6,-6
1630,1,2,1,-1
1631,1,2,1,-1
1632,3,2,1,1
1633,3,0,3,3
1634,7,0,7,7
1635,6,3,3,3
1636,5,6,1,-1
1637,5,7,2,-2
1638,6,3,3,3
1639,4,2,2,2
1640,7,2,5,5
1641,10,1,9,9
1642,2,5,3,-3
1643,2,6,4,-4
1644,2,1,1,1
1645,11,17,6,-6
1646,5,6,1,-1
1647,0,3,3,-3
1648,4,3,1,1
1649,4,5,1,-1
1650,2,3,1,-1
1651,2,5,3,-3
1652,1,0,1,1
1653,7,8,1,-1
1654,3,4,1,-1
1655,5,4,1,1
1656,4,9,5,-5
1657,2,7,5,-5
1658,2,3,1,-1
1659,2,3,1,-1
1660,0,1,1,-1
1661,10,1,9,9
1662,3,6,3,-3
1663,11,4,7,7
1664,3,8,5,-5
1665,6,11,5,-5
1666,5,6,1,-1
1667,8,4,4,4
1668,4,6,2,-2
1669,2,3,1,-1
1670,6,3,3,3
1671,2,1,1,1
1672,1,3,2,-2
1673,7,3,4,4
1674,4,10,6,-6
1675,7,4,3,3
1676,3,4,1,-1
1677,1,3,2,-2
1678,12,6,6,6
1679,14,8,6,6
1680,8,0,8,8
1681,0,2,2,-2
1682,3,4,1,-1
1683,7,5,2,2
1684,8,4,4,4
1685,4,2,2,2
1686,2,1,1,1
1687,0,1,1,-1
1688,15,9,6,6
1689,1,4,3,-3
1690,8,6,2,2
1691,8,2,6,6
1692,1,2,1,-1
1693,1,6,5,-5
1694,3,1,2,2
1695,2,3,1,-1
1696,5,1,4,4
1697,7,6,1,1
1698,10,1,9,9
1699,6,1,5,5
1700,8,2,6,6
1701,8,2,6,6
1702,6,2,4,4
1703,0,2,2,-2
1704,5,8,3,-3
1705,4,5,1,-1
1706,9,5,4,4
1707,6,1,5,5
1708,1,4,3,-3
1709,4,3,1,1
1710,5,6,1,-1
1711,4,8,4,-4
1712,0,4,4,-4
1713,9,10,1,-1
1714,0,3,3,-3
1715,7,8,1,-1
1716,5,0,5,5
1717,3,0,3,3
1718,4,8,4,-4
1719,3,2,1,1
1720,3,4,1,-1
1721,3,4,1,-1
1722,5,0,5,5
1723,9,10,1,-1
1724,0,1,1,-1
1725,2,7,5,-5
1726,4,5,1,-1
1727,1,4,3,-3
1728,0,1,1,-1
1729,3,2,1,1
1730,3,6,3,-3
1731,2,4,2,-2
1732,2,7,5,-5
1733,3,2,1,1
1734,9,3,6,6
1735,8,3,5,5
1736,0,2,2,-2
1737,3,7,4,-4
1738,3,1,2,2
1739,2,1,1,1
1740,4,5,1,-1
1741,5,4,1,1
1742,2,3,1,-1
1743,4,0,4,4
1744,2,3,1,-1
1745,3,2,1,1
1746,9,2,7,7
1747,4,1,3,3
1748,13,8,5,5
1749,1,9,8,-8
1750,0,1,1,-1
1751,2,4,2,-2
1752,2,3,1,-1
1753,3,7,4,-4
1754,1,13,12,-12
1755,0,2,2,-2
1756,5,6,1,-1
1757,2,8,6,-6
1758,3,1,2,2
1759,8,2,6,6
1760,9,7,2,2
1761,3,5,2,-2
1762,4,5,1,-1
1763,3,1,2,2
1764,3,1,2,2
1765,4,6,2,-2
1766,3,4,1,-1
1767,9,5,4,4
1768,3,1,2,2
1769,1,7,6,-6
1770,4,0,4,4
1771,0,6,6,-6
1772,1,2,1,-1
1773,6,7,1,-1
1774,2,6,4,-4
1775,2,6,4,-4
1776,1,10,9,-9
1777,6,2,4,4
1778,2,10,8,-8
1779,1,0,1,1
1780,3,4,1,-1
1781,0,6,6,-6
1782,3,9,6,-6
1783,6,0,6,6
1784,3,2,1,1
1785,6,5,1,1
1786,5,7,2,-2
1787,7,9,2,-2
1788,6,7,1,-1
1789,5,9,4,-4
1790,4,5,1,-1
1791,6,8,2,-2
1792,11,7,4,4
1793,2,3,1,-1
1794,5,1,4,4
1795,3,2,1,1
1796,3,2,1,1
1797,2,8,6,-6
1798,3,2,1,1
1799,3,2,1,1
1800,0,4,4,-4
1801,7,2,5,5
1802,7,3,4,4
1803,11,0,11,11
1804,5,11,6,-6
1805,3,4,1,-1
1806,9,5,4,4
1807,6,2,4,4
1808,5,3,2,2
1809,2,3,1,-1
1810,0,2,2,-2
1811,5,2,3,3
1812,4,2,2,2
1813,2,0,2,2
1814,16,2,14,14
1815,0,6,6,-6
1816,2,7,5,-5
1817,6,0,6,6
1818,4,5,1,-1
1819,3,4,1,-1
1820,5,3,2,2
1821,0,9,9,-9
1822,3,1,2,2
1823,6,10,4,-4
1824,0,1,1,-1
1825,7,2,5,5
1826,6,3,3,3
1827,6,8,2,-2
1828,4,5,1,-1
1829,2,5,3,-3
1830,5,6,1,-1
1831,7,6,1,1
1832,9,3,6,6
1833,5,9,4,-4
1834,5,4,1,1
1835,1,3,2,-2
1836,4,5,1,-1
1837,3,6,3,-3
1838,5,8,3,-3
1839,5,6,1,-1
1840,8,1,7,7
1841,5,1,4,4
1842,1,5,4,-4
1843,6,4,2,2
1844,0,5,5,-5
1845,1,8,7,-7
1846,2,3,1,-1
1847,0,4,4,-4
1848,0,10,10,-10
1849,3,2,1,1
1850,1,0,1,1
1851,16,5,11,11
1852,2,1,1,1
1853,5,2,3,3
1854,7,3,4,4
1855,0,6,6,-6
1856,1,2,1,-1
1857,0,9,9,-9
1858,4,3,1,1
1859,3,6,3,-3
1860,3,12,9,-9
1861,0,4,4,-4
1862,2,3,1,-1
1863,4,5,1,-1
1864,3,2,1,1
1865,10,2,8,8
1866,2,11,9,-9
1867,9,1,8,8
1868,10,3,7,7
1869,5,7,2,-2
1870,5,0,5,5
1871,1,9,8,-8
1872,3,4,1,-1
1873,11,5,6,6
1874,2,5,3,-3
1875,5,3,2,2
1876,5,6,1,-1
1877,4,2,2,2
1878,3,4,1,-1
1879,0,5,5,-5
1880,5,16,11,-11
1881,5,4,1,1
1882,3,12,9,-9
1883,3,5,2,-2
1884,4,2,2,2
1885,4,2,2,2
1886,6,1,5,5
1887,4,3,1,1
1888,3,4,1,-1
1889,3,6,3,-3
1890,10,12,2,-2
1891,5,4,1,1
1892,5,4,1,1
1893,3,2,1,1
1894,2,5,3,-3
1895,3,9,6,-6
1896,12,11,1,1
1897,4,0,4,4
1898,0,8,8,-8
1899,2,3,1,-1
1900,6,4,2,2
1901,7,1,6,6
1902,7,1,6,6
1903,11,4,7,7
1904,5,1,4,4
1905,11,5,6,6
1906,10,11,1,-1
1907,3,1,2,2
1908,4,9,5,-5
1909,4,15,11,-11
1910,6,3,3,3
1911,3,1,2,2
1912,3,7,4,-4
1913,2,3,1,-1
1914,7,1,6,6
1915,1,7,6,-6
1916,6,2,4,4
1917,2,7,5,-5
1918,1,2,1,-1
1919,3,2,1,1
1920,6,0,6,6
1921,4,2,2,2
1922,5,0,5,5
1923,12,9,3,3
1924,3,4,1,-1
1925,1,0,1,1
1926,2,3,1,-1
1927,5,0,5,5
1928,4,5,1,-1
1929,3,12,9,-9
1930,3,2,1,1
1931,3,5,2,-2
1932,7,8,1,-1
1933,4,1,3,3
1934,3,1,2,2
1935,11,3,8,8
1936,5,14,9,-9
1937,1,0,1,1
1938,2,1,1,1
1939,6,2,4,4
1940,1,2,1,-1
1941,3,5,2,-2
1942,8,2,6,6
1943,10,4,6,6
1944,6,7,1,-1
1945,5,7,2,-2
1946,5,10,5,-5
1947,4,8,4,-4
1948,1,5,4,-4
1949,5,0,5,5
1950,7,9,2,-2
1951,2,4,2,-2
1952,10,6,4,4
1953,3,0,3,3
1954,5,11,6,-6
1955,5,3,2,2
1956,2,6,4,-4
1957,2,7,5,-5
1958,3,9,6,-6
1959,2,14,12,-12
1960,4,5,1,-1
1961,9,3,6,6
1962,0,3,3,-3
1963,0,3,3,-3
1964,2,1,1,1
1965,2,5,3,-3
1966,4,3,1,1
1967,9,10,1,-1
1968,3,4,1,-1
1969,3,9,6,-6
1970,1,3,2,-2
1971,13,5,8,8
1972,4,7,3,-3
1973,2,9,7,-7
1974,14,7,7,7
1975,4,8,4,-4
1976,0,1,1,-1
1977,0,3,3,-3
1978,8,4,4,4
1979,2,5,3,-3
1980,9,6,3,3
1981,6,4,2,2
1982,4,3,1,1
1983,1,2,1,-1
1984,3,4,1,-1
1985,4,2,2,2
1986,1,2,1,-1
1987,2,5,3,-3
1988,1,4,3,-3
1989,3,5,2,-2
1990,1,6,5,-5
1991,10,16,6,-6
1992,2,5,3,-3
1993,5,1,4,4
1994,1,2,1,-1
1995,6,4,2,2
1996,10,9,1,1
1997,0,5,5,-5
1998,6,3,3,3
1999,4,2,2,2
2000,12,11,1,1
2001,4,1,3,3
2002,9,5,4,4
2003,3,4,1,-1
2004,3,7,4,-4
2005,0,8,8,-8
2006,0,1,1,-1
2007,3,4,1,-1
2008,6,7,1,-1
2009,1,6,5,-5
2010,2,4,2,-2
2011,0,1,1,-1
2012,5,8,3,-3
2013,4,3,1,1
2014,2,3,1,-1
2015,4,8,4,-4
2016,3,1,2,2
2017,3,1,2,2
2018,6,4,2,2
2019,4,12,8,-8
2020,5,7,2,-2
2021,1,3,2,-2
2022,4,2,2,2
2023,6,5,1,1
2024,3,5,2,-2
2025,2,0,2,2
2026,5,4,1,1
2027,4,5,1,-1
2028,9,2,7,7
2029,6,2,4,4
2030,6,1,5,5
2031,7,8,1,-1
2032,7,5,2,2
2033,1,2,1,-1
2034,5,6,1,-1
2035,7,3,4,4
2036,7,4,3,3
2037,0,3,3,-3
2038,3,2,1,1
2039,18,5,13,13
2040,6,7,1,-1
2041,3,0,3,3
2042,6,2,4,4
2043,8,1,7,7
2044,4,2,2,2
2045,2,4,2,-2
2046,3,2,1,1
2047,5,12,7,-7
2048,5,4,1,1
2049,4,5,1,-1
2050,4,3,1,1
2051,2,6,4,-4
2052,2,7,5,-5
2053,2,0,2,2
2054,4,5,1,-1
2055,5,10,5,-5
2056,8,6,2,2
2057,7,1,6,6
2058,4,7,3,-3
2059,1,3,2,-2
2060,2,4,2,-2
2061,3,13,10,-10
2062,6,1,5,5
2063,14,5,9,9
2064,1,9,8,-8
2065,3,10,7,-7
2066,6,2,4,4
2067,7,5,2,2
2068,5,8,3,-3
2069,6,3,3,3
2070,7,3,4,4
2071,3,4,1,-1
2072,2,4,2,-2
2073,7,8,1,-1
2074,0,5,5,-5
2075,1,2,1,-1
2076,4,1,3,3
2077,3,4,1,-1
2078,5,11,6,-6
2079,1,5,4,-4
2080,3,4,1,-1
2081,2,3,1,-1
2082,3,4,1,-1
2083,8,1,7,7
2084,1,3,2,-2
2085,4,0,4,4
2086,2,9,7,-7
2087,1,8,7,-7
2088,6,10,4,-4
2089,9,3,6,6
2090,0,4,4,-4
2091,3,2,1,1
2092,3,6,3,-3
2093,4,2,2,2
2094,11,4,7,7
2095,5,6,1,-1
2096,2,3,1,-1
2097,7,3,4,4
2098,3,4,1,-1
2099,3,4,1,-1
2100,0,2,2,-2
2101,6,3,3,3
2102,0,5,5,-5
2103,5,6,1,-1
2104,9,8,1,1
2105,6,8,2,-2
2106,3,4,1,-1
2107,4,13,9,-9
2108,4,2,2,2
2109,4,0,4,4
2110,8,4,4,4
2111,1,0,1,1
2112,3,1,2,2
2113,4,7,3,-3
2114,8,2,6,6
2115,1,0,1,1
2116,5,3,2,2
2117,3,4,1,-1
2118,6,7,1,-1
2119,13,1,12,12
2120,3,6,3,-3
2121,4,5,1,-1
2122,1,2,1,-1
2123,6,3,3,3
2124,1,0,1,1
2125,3,4,1,-1
2126,0,1,1,-1
2127,4,1,3,3
2128,0,3,3,-3
2129,6,12,6,-6
2130,6,2,4,4
2131,2,6,4,-4
2132,5,3,2,2
2133,1,4,3,-3
2134,4,5,1,-1
2135,7,3,4,4
2136,3,1,2,2
2137,2,4,2,-2
2138,4,7,3,-3
2139,0,2,2,-2
2140,3,0,3,3
2141,6,1,5,5
2142,6,5,1,1
2143,3,4,1,-1
2144,3,1,2,2
2145,5,1,4,4
2146,0,1,1,-1
2147,0,4,4,-4
2148,2,7,5,-5
2149,6,4,2,2
2150,11,4,7,7
2151,2,4,2,-2
2152,0,1,1,-1
2153,5,1,4,4
2154,3,11,8,-8
2155,9,3,6,6
2156,3,4,1,-1
2157,3,11,8,-8
2158,9,6,3,3
2159,8,7,1,1
2160,4,11,7,-7
2161,6,0,6,6
2162,3,1,2,2
2163,7,6,1,1
2164,2,1,1,1
2165,2,3,1,-1
2166,1,9,8,-8
2167,1,0,1,1
2168,7,2,5,5
2169,1,3,2,-2
2170,9,3,6,6
2171,7,0,7,7
2172,3,6,3,-3
2173,5,1,4,4
2174,3,4,1,-1
2175,7,11,4,-4
2176,4,2,2,2
2177,5,7,2,-2
2178,6,9,3,-3
2179,10,5,5,5
2180,8,6,2,2
2181,7,8,1,-1
2182,1,2,1,-1
2183,7,3,4,4
2184,8,5,3,3
2185,2,3,1,-1
2186,3,1,2,2
2187,2,6,4,-4
2188,2,10,8,-8
2189,0,4,4,-4
2190,4,3,1,1
2191,11,9,2,2
2192,9,2,7,7
2193,11,4,7,7
2194,3,1,2,2
2195,1,2,1,-1
2196,4,3,1,1
2197,2,0,2,2
2198,3,5,2,-2
2199,7,5,2,2
2200,6,4,2,2
2201,1,9,8,-8
2202,3,4,1,-1
2203,3,0,3,3
2204,4,14,10,-10
2205,11,3,8,8
2206,4,3,1,1
2207,6,3,3,3
2208,6,4,2,2
2209,2,4,2,-2
2210,6,1,5,5
2211,3,4,1,-1
2212,5,3,2,2
2213,11,1,10,10
2214,12,2,10,10
2215,4,2,2,2
2216,2,5,3,-3
2217,6,9,3,-3
2218,2,1,1,1
2219,8,4,4,4
2220,3,4,1,-1
2221,0,6,6,-6
2222,9,7,2,2
2223,4,6,2,-2
2224,6,2,4,4
2225,1,2,1,-1
2226,6,3,3,3
2227,13,3,10,10
2228,3,4,1,-1
2229,6,7,1,-1
2230,6,3,3,3
2231,6,7,1,-1
2232,3,4,1,-1
2233,2,9,7,-7
2234,1,4,3,-3
2235,4,7,3,-3
2236,4,2,2,2
2237,5,7,2,-2
2238,3,9,6,-6
2239,6,8,2,-2
2240,0,3,3,-3
2241,0,4,4,-4
2242,5,2,3,3
2243,1,3,2,-2
2244,8,2,6,6
2245,0,2,2,-2
2246,9,1,8,8
2247,9,6,3,3
2248,4,6,2,-2
2249,3,8,5,-5
2250,2,7,5,-5
2251,3,5,2,-2
2252,1,3,2,-2
2253,1,0,1,1
2254,2,5,3,-3
2255,6,0,6,6
2256,4,3,1,1
2257,3,5,2,-2
2258,2,5,3,-3
2259,4,8,4,-4
2260,2,1,1,1
2261,1,6,5,-5
2262,2,4,2,-2
2263,1,5,4,-4
2264,7,2,5,5
2265,4,3,1,1
2266,6,3,3,3
2267,4,8,4,-4
2268,0,2,2,-2
2269,5,7,2,-2
2270,3,1,2,2
2271,1,13,12,-12
2272,0,1,1,-1
2273,6,11,5,-5
2274,3,4,1,-1
2275,4,2,2,2
2276,10,3,7,7
2277,0,5,5,-5
2278,0,1,1,-1
2279,9,10,1,-1
2280,13,0,13,13
2281,1,3,2,-2
2282,3,8,5,-5
2283,9,2,7,7
2284,2,7,5,-5
2285,2,1,1,1
2286,3,7,4,-4
2287,1,10,9,-9
2288,10,8,2,2
2289,10,3,7,7
2290,3,5,2,-2
2291,4,6,2,-2
2292,3,1,2,2
2293,7,1,6,6
2294,2,1,1,1
2295,2,6,4,-4
2296,2,3,1,-1
2297,10,7,3,3
2298,3,4,1,-1
2299,3,8,5,-5
2300,6,2,4,4
2301,1,7,6,-6
2302,10,11,1,-1
2303,7,3,4,4
2304,4,3,1,1
2305,1,9,8,-8
2306,4,5,1,-1
2307,2,5,3,-3
2308,3,7,4,-4
2309,9,10,1,-1
2310,4,0,4,4
2311,5,2,3,3
2312,4,6,2,-2
2313,3,4,1,-1
2314,5,0,5,5
2315,4,3,1,1
2316,3,5,2,-2
2317,1,5,4,-4
2318,3,4,1,-1
2319,16,9,7,7
2320,6,2,4,4
2321,2,5,3,-3
2322,4,5,1,-1
2323,8,7,1,1
2324,4,2,2,2
2325,1,7,6,-6
2326,7,3,4,4
2327,3,9,6,-6
2328,12,2,10,10
2329,2,4,2,-2
2330,5,6,1,-1
2331,6,1,5,5
2332,3,6,3,-3
2333,8,10,2,-2
2334,4,0,4,4
2335,7,5,2,2
2336,5,7,2,-2
2337,1,2,1,-1
2338,3,1,2,2
2339,1,0,1,1
2340,4,6,2,-2
2341,8,0,8,8
2342,2,4,2,-2
2343,4,5,1,-1
2344,1,10,9,-9
2345,0,5,5,-5
2346,3,1,2,2
2347,6,1,5,5
2348,2,3,1,-1
2349,2,3,1,-1
2350,9,7,2,2
2351,3,4,1,-1
2352,5,2,3,3
2353,2,4,2,-2
2354,7,2,5,5
2355,1,2,1,-1
2356,1,2,1,-1
2357,2,5,3,-3
2358,0,4,4,-4
2359,3,4,1,-1
2360,4,2,2,2
2361,2,0,2,2
2362,5,6,1,-1
2363,4,8,4,-4
2364,1,5,4,-4
2365,2,0,2,2
2366,7,6,1,1
2367,8,7,1,1
2368,3,1,2,2
2369,0,3,3,-3
2370,1,3,2,-2
2371,1,4,3,-3
2372,7,1,6,6
2373,2,8,6,-6
2374,2,3,1,-1
2375,13,2,11,11
2376,8,1,7,7
2377,2,3,1,-1
2378,1,9,8,-8
2379,9,11,2,-2
2380,9,2,7,7
2381,1,0,1,1
2382,1,4,3,-3
2383,1,6,5,-5
2384,6,10,4,-4
2385,1,2,1,-1
2386,7,3,4,4
2387,0,7,7,-7
2388,6,3,3,3
2389,9,0,9,9
2390,5,4,1,1
2391,11,5,6,6
2392,4,3,1,1
2393,5,1,4,4
2394,2,0,2,2
2395,7,5,2,2
2396,1,2,1,-1
2397,6,4,2,2
2398,0,3,3,-3
2399,1,2,1,-1
2400,6,5,1,1
2401,6,7,1,-1
2402,2,6,4,-4
2403,4,0,4,4
2404,4,5,1,-1
2405,5,3,2,2
2406,2,6,4,-4
2407,7,0,7,7
2408,4,7,3,-3
2409,0,2,2,-2
2410,8,3,5,5
2411,2,3,1,-1
2412,2,7,5,-5
2413,4,2,2,2
2414,0,1,1,-1
2415,4,2,2,2
2416,4,8,4,-4
2417,5,6,1,-1
2418,3,2,1,1
2419,2,1,1,1
2420,4,3,1,1
2421,6,2,4,4
2422,7,8,1,-1
2423,2,3,1,-1
2424,2,5,3,-3
2425,0,4,4,-4
2426,1,3,2,-2
2427,2,1,1,1
2428,0,3,3,-3
2429,1,6,5,-5
2430,6,7,1,-1
2431,1,2,1,-1
2432,5,3,2,2
2433,2,0,2,2
2434,4,2,2,2
2435,3,6,3,-3
2436,6,3,3,3
2437,7,6,1,1
2438,2,6,4,-4
2439,3,4,1,-1
2440,4,5,1,-1
2441,15,10,5,5
2442,1,2,1,-1
2443,6,2,4,4
2444,4,1,3,3
2445,5,9,4,-4
2446,3,13,10,-10
2447,3,5,2,-2
2448,2,4,2,-2
2449,1,3,2,-2
2450,6,4,2,2
2451,10,0,10,10
2452,4,9,5,-5
2453,11,3,8,8
2454,3,6,3,-3
2455,8,3,5,5
2456,4,5,1,-1
2457,6,10,4,-4
2458,5,2,3,3
2459,3,1,2,2
2460,5,12,7,-7
2461,1,6,5,-5
2462,5,4,1,1
2463,3,12,9,-9
2464,9,2,7,7
2465,5,7,2,-2
2466,3,7,4,-4
2467,0,2,2,-2
2468,11,2,9,9
2469,1,7,6,-6
2470,9,12,3,-3
2471,10,7,3,3
2472,1,7,6,-6
2473,5,1,4,4
2474,1,5,4,-4
2475,4,3,1,1
2476,1,4,3,-3
2477,2,1,1,1
2478,4,3,1,1
2479,1,5,4,-4
2480,3,4,1,-1
2481,4,6,2,-2
2482,5,6,1,-1
2483,2,8,6,-6
2484,0,3,3,-3
2485,2,3,1,-1
2486,0,1,1,-1
2487,7,1,6,6
2488,1,3,2,-2
2489,2,3,1,-1
2490,1,3,2,-2
2491,6,7,1,-1
2492,5,4,1,1
2493,5,3,2,2
2494,2,3,1,-1
2495,6,7,1,-1
2496,6,4,2,2
2497,4,12,8,-8
